name,concept_id
amisulpride_oral,2908436
amisulpride_oral,2912817
amisulpride_oral,2912851
amisulpride_oral,2912852
amisulpride_oral,2912853
amisulpride_oral,2912854
amisulpride_oral,2912855
amisulpride_oral,2912856
amisulpride_oral,2912857
amisulpride_oral,2912858
amisulpride_oral,2912859
amisulpride_oral,2912860
amisulpride_oral,2912861
amisulpride_oral,2912862
amisulpride_oral,2912863
amisulpride_oral,2912865
amisulpride_oral,2912866
amisulpride_oral,2912867
amisulpride_oral,2912868
amisulpride_oral,2912869
amisulpride_oral,2912870
amisulpride_oral,2912871
amisulpride_oral,2912872
amisulpride_oral,2912873
amisulpride_oral,2912874
amisulpride_oral,2912875
amisulpride_oral,2912876
amisulpride_oral,2912877
amisulpride_oral,2912878
amisulpride_oral,2912879
amisulpride_oral,2912880
amisulpride_oral,2912881
amisulpride_oral,2912882
amisulpride_oral,2912883
amisulpride_oral,2912884
amisulpride_oral,2912885
amisulpride_oral,2912886
amisulpride_oral,2912887
amisulpride_oral,2912888
amisulpride_oral,2912889
amisulpride_oral,2912890
amisulpride_oral,2912891
amisulpride_oral,2912892
amisulpride_oral,2912893
amisulpride_oral,2912894
amisulpride_oral,2912895
amisulpride_oral,2912896
amisulpride_oral,2912897
amisulpride_oral,2912898
amisulpride_oral,2912899
amisulpride_oral,2912900
amisulpride_oral,2912901
amisulpride_oral,2912902
amisulpride_oral,2912903
amisulpride_oral,2912904
amisulpride_oral,2912905
amisulpride_oral,2912906
amisulpride_oral,2912907
amisulpride_oral,2912908
amisulpride_oral,2912909
amisulpride_oral,2912910
amisulpride_oral,2912911
amisulpride_oral,2912912
amisulpride_oral,2912913
amisulpride_oral,2912914
amisulpride_oral,2912915
amisulpride_oral,2912916
amisulpride_oral,2912917
amisulpride_oral,2912918
amisulpride_oral,2912919
amisulpride_oral,2912920
amisulpride_oral,2912921
amisulpride_oral,2912922
amisulpride_oral,2912923
amisulpride_oral,2912924
amisulpride_oral,2912925
amisulpride_oral,2912926
amisulpride_oral,2912927
amisulpride_oral,2912928
amisulpride_oral,2912929
amisulpride_oral,2912930
amisulpride_oral,2912931
amisulpride_oral,2912932
amisulpride_oral,2912933
amisulpride_oral,2912934
amisulpride_oral,2912935
amisulpride_oral,2912936
amisulpride_oral,2912937
amisulpride_oral,2912938
amisulpride_oral,2912939
amisulpride_oral,2912940
amisulpride_oral,19017931
amisulpride_oral,19017932
amisulpride_oral,19057608
amisulpride_oral,19057609
amisulpride_oral,19101634
amisulpride_oral,19101728
amisulpride_oral,19101875
amisulpride_oral,21025770
amisulpride_oral,21025771
amisulpride_oral,21025772
amisulpride_oral,21025773
amisulpride_oral,21025774
amisulpride_oral,21025775
amisulpride_oral,21025776
amisulpride_oral,21025777
amisulpride_oral,21025778
amisulpride_oral,21025779
amisulpride_oral,21025780
amisulpride_oral,21025781
amisulpride_oral,21025782
amisulpride_oral,21025783
amisulpride_oral,21035518
amisulpride_oral,21035519
amisulpride_oral,21035520
amisulpride_oral,21035521
amisulpride_oral,21035523
amisulpride_oral,21035524
amisulpride_oral,21035525
amisulpride_oral,21035526
amisulpride_oral,21035527
amisulpride_oral,21035528
amisulpride_oral,21038267
amisulpride_oral,21039455
amisulpride_oral,21045377
amisulpride_oral,21045378
amisulpride_oral,21045379
amisulpride_oral,21045380
amisulpride_oral,21045381
amisulpride_oral,21045382
amisulpride_oral,21045383
amisulpride_oral,21045384
amisulpride_oral,21045385
amisulpride_oral,21045386
amisulpride_oral,21045387
amisulpride_oral,21045388
amisulpride_oral,21045389
amisulpride_oral,21045390
amisulpride_oral,21045391
amisulpride_oral,21045392
amisulpride_oral,21048096
amisulpride_oral,21049273
amisulpride_oral,21049695
amisulpride_oral,21055185
amisulpride_oral,21055188
amisulpride_oral,21055189
amisulpride_oral,21055190
amisulpride_oral,21055191
amisulpride_oral,21055192
amisulpride_oral,21055193
amisulpride_oral,21055194
amisulpride_oral,21055197
amisulpride_oral,21055198
amisulpride_oral,21055199
amisulpride_oral,21055200
amisulpride_oral,21055201
amisulpride_oral,21055202
amisulpride_oral,21065017
amisulpride_oral,21065018
amisulpride_oral,21065019
amisulpride_oral,21065021
amisulpride_oral,21065022
amisulpride_oral,21065023
amisulpride_oral,21065024
amisulpride_oral,21065025
amisulpride_oral,21065026
amisulpride_oral,21074980
amisulpride_oral,21074981
amisulpride_oral,21074982
amisulpride_oral,21074983
amisulpride_oral,21074984
amisulpride_oral,21074985
amisulpride_oral,21074986
amisulpride_oral,21074987
amisulpride_oral,21074988
amisulpride_oral,21074989
amisulpride_oral,21074990
amisulpride_oral,21074991
amisulpride_oral,21074992
amisulpride_oral,21074993
amisulpride_oral,21074994
amisulpride_oral,21074995
amisulpride_oral,21074996
amisulpride_oral,21078724
amisulpride_oral,21084652
amisulpride_oral,21084653
amisulpride_oral,21084654
amisulpride_oral,21084655
amisulpride_oral,21084656
amisulpride_oral,21084657
amisulpride_oral,21084658
amisulpride_oral,21084660
amisulpride_oral,21084661
amisulpride_oral,21084662
amisulpride_oral,21088777
amisulpride_oral,21094437
amisulpride_oral,21094438
